date,bar_time_gmt,bar_close,w1_ema,trend_dir,asian_high,asian_low,asian_range_pips,range_ok,in_london,signal,skip_reason,entry_price,sl,tp
2023-01-06,2023-01-06 19:00:00,1.20847,1.19471,LONG,1.19354,1.18795,55.9,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-06,2023-01-06 20:00:00,1.20819,1.19471,LONG,1.19354,1.18795,55.9,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-06,2023-01-06 21:00:00,1.20965,1.19471,LONG,1.19354,1.18795,55.9,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-06,2023-01-06 22:00:00,1.20953,1.19471,LONG,1.19354,1.18795,55.9,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-06,2023-01-06 23:00:00,1.20945,1.19471,LONG,1.19354,1.18795,55.9,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-09,2023-01-09 00:00:00,1.20872,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 01:00:00,1.21193,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 02:00:00,1.21085,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 03:00:00,1.21135,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 04:00:00,1.21349,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 05:00:00,1.21221,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 06:00:00,1.21415,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-09,2023-01-09 07:00:00,1.21463,1.1958,LONG,1.21477,1.2076,71.7,NO,YES,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 08:00:00,1.21475,1.1958,LONG,1.21477,1.2076,71.7,NO,YES,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 09:00:00,1.21398,1.1958,LONG,1.21477,1.2076,71.7,NO,YES,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 10:00:00,1.21568,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 11:00:00,1.21587,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 12:00:00,1.2114,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 13:00:00,1.2144,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 14:00:00,1.21385,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 15:00:00,1.21682,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 16:00:00,1.21876,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 17:00:00,1.2191,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 18:00:00,1.22046,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 19:00:00,1.21944,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 20:00:00,1.21867,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 21:00:00,1.22036,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 22:00:00,1.218,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-09,2023-01-09 23:00:00,1.21836,1.1958,LONG,1.21477,1.2076,71.7,NO,NO,NONE,RANGE_FILTER_71.7pips,,,
2023-01-10,2023-01-10 00:00:00,1.21806,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 01:00:00,1.21835,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 02:00:00,1.21738,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 03:00:00,1.21796,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 04:00:00,1.21687,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 05:00:00,1.21678,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 06:00:00,1.21597,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-10,2023-01-10 07:00:00,1.21748,1.1958,LONG,1.21982,1.21567,41.5,YES,YES,NONE,NO_BREAKOUT,,,
2023-01-10,2023-01-10 08:00:00,1.21709,1.1958,LONG,1.21982,1.21567,41.5,YES,YES,NONE,NO_BREAKOUT,,,
2023-01-10,2023-01-10 09:00:00,1.21495,1.1958,LONG,1.21982,1.21567,41.5,YES,YES,NONE,NO_BREAKOUT,,,
2023-01-10,2023-01-10 10:00:00,1.21675,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 11:00:00,1.21836,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 12:00:00,1.21718,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 13:00:00,1.21544,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 14:00:00,1.21271,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 15:00:00,1.21373,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 16:00:00,1.21557,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 17:00:00,1.21478,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 18:00:00,1.21529,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 19:00:00,1.21485,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 20:00:00,1.2161,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 21:00:00,1.21636,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 22:00:00,1.21511,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-10,2023-01-10 23:00:00,1.21495,1.1958,LONG,1.21982,1.21567,41.5,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 00:00:00,1.21472,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 01:00:00,1.21533,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 02:00:00,1.21589,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 03:00:00,1.21502,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 04:00:00,1.21475,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 05:00:00,1.21537,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 06:00:00,1.2159,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-11,2023-01-11 07:00:00,1.21687,1.1958,LONG,1.21638,1.21364,27.4,YES,YES,LONG,,1.21638,1.21364,1.22049
2023-01-11,2023-01-11 08:00:00,1.21622,1.1958,LONG,1.21638,1.21364,27.4,YES,YES,NONE,TRADE_ALREADY_TAKEN,,,
2023-01-11,2023-01-11 09:00:00,1.2157,1.1958,LONG,1.21638,1.21364,27.4,YES,YES,NONE,TRADE_ALREADY_TAKEN,,,
2023-01-11,2023-01-11 10:00:00,1.21275,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 11:00:00,1.21324,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 12:00:00,1.21353,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 13:00:00,1.21298,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 14:00:00,1.21143,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 15:00:00,1.2106,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 16:00:00,1.21488,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 17:00:00,1.21261,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 18:00:00,1.21228,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 19:00:00,1.21208,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 20:00:00,1.21491,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 21:00:00,1.21545,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 22:00:00,1.2146,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-11,2023-01-11 23:00:00,1.21483,1.1958,LONG,1.21638,1.21364,27.4,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 00:00:00,1.21436,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 01:00:00,1.21584,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 02:00:00,1.21507,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 03:00:00,1.21587,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 04:00:00,1.21621,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 05:00:00,1.21646,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 06:00:00,1.21675,1.1958,,,,,,NO,NONE,ASIAN_SESSION,,,
2023-01-12,2023-01-12 07:00:00,1.21559,1.1958,LONG,1.21699,1.21303,39.6,YES,YES,NONE,NO_BREAKOUT,,,
2023-01-12,2023-01-12 08:00:00,1.21457,1.1958,LONG,1.21699,1.21303,39.6,YES,YES,NONE,NO_BREAKOUT,,,
2023-01-12,2023-01-12 09:00:00,1.21481,1.1958,LONG,1.21699,1.21303,39.6,YES,YES,NONE,NO_BREAKOUT,,,
2023-01-12,2023-01-12 10:00:00,1.21405,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 11:00:00,1.2177,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 12:00:00,1.21789,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 13:00:00,1.21609,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 14:00:00,1.21335,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 15:00:00,1.22361,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 16:00:00,1.2116,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 17:00:00,1.21553,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
2023-01-12,2023-01-12 18:00:00,1.21805,1.1958,LONG,1.21699,1.21303,39.6,YES,NO,NONE,OUTSIDE_LONDON,,,
